url	property_type	city	price	bedroom_number	online	living_area	plot_surface	kitchen	terrace_surface	furnished	garden_surface	swimming_pool	frontage_number	building_condition	fireplace_number
https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/9685060	house	Wilrijk	349000.0	5	False	192.0	224.0	1	0.0	False	114.0	False	2	0	0
https://www.immoweb.be/en/classified/house/for-sale/desteldonk/9042/9707643	house	Desteldonk	455000.0	4	False	240.0	837.0	3	0.0	False	0.0	False	3	1	0
https://www.immoweb.be/en/classified/house/for-sale/haversin/5590/9678869	house	Haversin	240000.0	4	False	259.0	1223.0	0	25.0	False	1103.0	False	4	0	0
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/9702325	house	Mechelen	339000.0	3	False	160.0	103.0	1	30.0	False	0.0	False	0	just renovated	0
https://www.immoweb.be/en/classified/house/for-sale/genk/3600/9698296	house	Genk	685000.0	4	False	289.0	935.0	3	0.0	False	0.0	False	4	2	0
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/9701713	house	Roeselare	160000.0	3	False	131.0	221.0	1	0.0	False	145.0	False	2	1	0
https://www.immoweb.be/en/classified/villa/for-sale/middelburg/9992/9673764	villa	Middelburg	695000.0	3	False	196.0	2904.0	1	0.0	False	0.0	False	0	0	0
https://www.immoweb.be/en/classified/house/for-sale/schendelbeke/9506/9678583	house	Schendelbeke	339000.0	3	False	147.0	1861.0	3	0.0	False	0.0	False	4	0	0
https://www.immoweb.be/en/classified/house/for-sale/sint-andries/8200/9702345	house	Sint-andries	445000.0	3	False	154.0	322.0	1	0.0	False	0.0	False	0	2	0
https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerp/2000/9704259	apartment-block	Antwerp	3950000.0	20	False	1065.0	365.0	1	0.0	True	0.0	False	0	0	0
https://www.immoweb.be/en/classified/house/for-sale/dampremy/6020/9705663	house	Dampremy	145000.0	3	False	98.0	73.0	1	43.0	False	0.0	False	4	1	0
https://www.immoweb.be/en/classified/house/for-sale/brecht/2960/9696133	house	Brecht	349000.0	2	False	100.0	1004.0	1	20.0	False	900.0	False	4	1	0
https://www.immoweb.be/en/classified/mansion/for-sale/diksmuide/8600/9668353	mansion	Diksmuide	145000.0	5	False	265.0	170.0	1	0.0	False	0.0	False	0	0	0
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/9700912	house	Gent	375000.0	3	False	124.0	74.0	1	0.0	False	0.0	False	2	1	0
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/leuven/3000/9694415	mixed-use-building	Leuven	749000.0	4	False	205.0	147.0	1	18.0	False	61.0	False	2	just renovated	0
https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/9691073	apartment-block	Liege	169000.0	4	False	140.0	80.0	0	0.0	False	0.0	False	0	0	0
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/9678632	house	Wetteren	249500.0	2	False	86.0	93.0	3	0.0	False	0.0	False	2	just renovated	0
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/9687500	house	Ronse	475000.0	4	False	185.0	1318.0	1	0.0	False	0.0	False	0	2	0
https://www.immoweb.be/en/classified/house/for-sale/sint-baafs-vijve/8710/9704044	house	Sint-baafs-vijve	215000.0	3	False	327.0	911.0	1	0.0	False	0.0	False	3	0	0
https://www.immoweb.be/en/classified/house/for-sale/braine-le-comte/7090/9704399	house	Braine-le-comte	189000.0	3	False	128.0	0.0	1	0.0	False	27.0	False	2	0	0
https://www.immoweb.be/en/classified/house/for-sale/sint-stevens-woluwe/1932/9688261	house	Sint-stevens-woluwe	529000.0	8	False	395.0	350.0	2	0.0	False	150.0	False	0	0	0
https://www.immoweb.be/en/classified/house/for-sale/lommel/3920/9704292	house	Lommel	265000.0	3	False	150.0	590.0	1	0.0	False	590.0	False	0	0	0
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/9691365	house	Mechelen	285000.0	3	False	103.0	0.0	2	12.0	False	27.0	False	2	1	1
https://www.immoweb.be/en/classified/house/for-sale/anzegem/8570/9705374	house	Anzegem	525000.0	6	False	345.0	1791.0	1	0.0	False	0.0	False	3	1	0
https://www.immoweb.be/en/classified/exceptional-property/for-sale/ixelles/1050/9680724	exceptional-property	Ixelles	530000.0	3	False	174.0	0.0	1	0.0	False	0.0	False	2	2	0
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/9693425	house	Aalst	499000.0	4	False	290.0	583.0	3	0.0	False	0.0	False	3	2	0
https://www.immoweb.be/en/classified/house/for-sale/helecine/1357/9668464	house	Helecine	295000.0	3	False	150.0	556.0	1	0.0	False	0.0	False	0	2	0
https://www.immoweb.be/en/classified/house/for-sale/la-louviere-strepy-bracquegnies/7110/9675602	house	La-louviere-strepy-bracquegnies	139000.0	2	False	140.0	200.0	0	0.0	False	0.0	False	2	1	0
https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/9702326	villa	Brasschaat	598000.0	4	False	178.0	500.0	3	0.0	False	260.0	False	0	just renovated	0
https://www.immoweb.be/en/classified/villa/for-sale/meulebeke/8760/9695598	villa	Meulebeke	476000.0	5	False	296.0	660.0	1	0.0	False	0.0	False	4	1	0
